url,municipality_url,property_id,price,cadastral_income,vat,state_of_the_property,currently_leased,build_year,number_of_bedrooms,livable_surface,number_of_bathrooms,number_of_toilets,type_of_heating,number_of_facades,number_of_floors,garden,garden_orientation,terrace,total_land_surface,buildable_surface,gas,running_water,specific_primary_energy_consumption,epc_peb_reference,certification_electrical_installation,urbanism_affectation,flooding_area_type,demarcated_flooding_area
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vwd14112,la-louviere,VWD14112,225 000 €,974 €,No,Normal,No,,5,245 m²,1,,Fuel oil,2,,Yes,,Yes,41 m²,,,,384 kWh/m²/year,20241121018872,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/maurage/vbc98313,maurage,VBC98313,297 000 €,,,New,,2025,3,129 m²,1,1,Gas,3,,Yes,,Yes,400 m²,,Yes,Yes,117 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/vbd00946,haine-saint-pierre,VBD00946,219 000 €,840 €,No,To renovate,No,1950,5,230 m²,2,2,Gas,2,3,No,,Yes,120 m²,,Yes,Yes,210 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/saint-vaast/vbd00196,saint-vaast,VBD00196,260 000 €,589 €,No,To be renovated,No,1958,3,126 m²,1,2,Gas,4,2,Yes,,Yes,596 m²,,Yes,Yes,,,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/7100/la-louviere/vbd01258,la-louviere,VBD01258,169 999 €,1 950 €,No,Normal,,1900,2,172 m²,,,Gas,2,3,No,,No,,,,,867 kWh/m²/year,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd01651,la-louviere,VBD01651,285 000 €,,No,Excellent,,,5,169 m²,1,2,Gas,3,2,Yes,,Yes,248 m²,,Yes,Yes,421 kWh/m²/year,,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-paul/vbd04564,haine-saint-paul,VBD04564,74 999 €,,,New,No,,3,,1,2,Not specified,2,3,Yes,,Yes,133 m²,,Yes,Yes,,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd05559,la-louviere,VBD05559,200 000 €,1 140 €,No,To be renovated,No,,5,240 m²,1,,Fuel oil,2,2,Yes,,No,210 m²,,,Yes,510 kWh/m²/year,,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/vbd06715,haine-saint-pierre,VBD06715,189 000 €,,No,,No,,2,119 m²,,1,Gas,2,3,Yes,,No,,,,,260 kWh/m²/year,20250602003906,,,(information not available),(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/7100/la-louviere/vbd40502,la-louviere,VBD40502,440 000 €,1 762 €,No,,,,7,,4,,,2,,Yes,,,,,,,282 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/7110/strepy-bracquegnies/vbd41213,strepy-bracquegnies,VBD41213,295 000 €,530 €,No,Normal,,,4,233 m²,1,,Fuel oil,4,1,Yes,South,Yes,4640 m²,,,Yes,437 kWh/m²/year,,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd44522,la-louviere,VBD44522,120 000 €,1 093 €,No,To be renovated,No,,2,,,1,,2,2,Yes,,No,150 m²,,,,404 kWh/m²/year,20200924024086,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/vbd36213,haine-saint-pierre,VBD36213,142 500 €,421 €,No,,No,,2,,,,,,,Yes,,No,300 m²,,,,418 kWh/m²/year,2025032701993,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd45064,la-louviere,VBD45064,249 999 €,1 026 €,No,Normal,,1900,2,120 m²,2,2,Gas,2,2,Yes,,Yes,180 m²,,Yes,Yes,172 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/maurage/vbd45421,maurage,VBD45421,177 000 €,480 €,No,To be renovated,No,,3,,,1,Fuel oil,2,,Yes,,Yes,303 m²,,,,514 kWh/m²/year,20241029009702,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd45560,la-louviere,VBD45560,200 000 €,865 €,No,,No,1951,2,,,1,Gas,3,,Yes,,Yes,,,,,337 kWh/m²/year,20250830005089,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd45484,la-louviere,VBD45484,310 000 €,974 €,No,Normal,No,,4,300 m²,1,3,Fuel oil,2,,Yes,,Yes,80 m²,,Yes,Yes,276 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd45967,la-louviere,VBD45967,190 000 €,428 €,No,Normal,No,1850,3,112 m²,1,1,Fuel oil,2,2,Yes,,Yes,430 m²,,,Yes,176 kWh/m²/year,,"No, certificate does not comply",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/vbd46471,haine-saint-pierre,VBD46471,175 000 €,,No,,No,,2,80 m²,1,,Not specified,3,,Yes,,Yes,343 m²,,,,506 kWh/m²/year,20111129020864,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/vbd46261,haine-saint-pierre,VBD46261,650 000 €,,No,,No,,6,354 m²,2,,Fuel oil,3,,Yes,,Yes,974 m²,,,,167 kWh/m²/year,20251028012578,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-paul/vbd46578,haine-saint-paul,VBD46578,135 000 €,513 €,No,,No,,2,,,,,2,,Yes,,Yes,244 m²,,,,388 kWh/m²/year,20251019007856,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-goegnies/vbd46613,houdeng-goegnies,VBD46613,179 000 €,728 €,No,Normal,,,4,181 m²,2,2,Gas,3,2,Yes,,Yes,350 m²,,Yes,Yes,487 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd46614,la-louviere,VBD46614,125 000 €,480 €,No,Normal,,,3,131 m²,1,1,,3,2,Yes,,Yes,160 m²,,Yes,Yes,431 kWh/m²/year,,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-aimeries/vbd46615,houdeng-aimeries,VBD46615,190 000 €,696 €,No,To renovate,,,3,232 m²,2,3,,3,1,Yes,,,248 m²,,Yes,Yes,340 kWh/m²/year,,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-aimeries/vbd08598,houdeng-aimeries,VBD08598,260 000 €,623 €,No,Fully renovated,No,,2,140 m²,1,,Gas,3,,Yes,,Yes,550 m²,,Yes,Yes,281 kWh/m²/year,20250729001213,No certificate,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/trivieres/vbd46640,trivieres,VBD46640,150 000 €,247 €,No,,No,,4,,,,Wood,2,,Yes,,No,,,,,364 kWh/m²/year,364,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd16911,la-louviere,VBD16911,110 000 €,810 €,No,,No,,2,,,,,,,Yes,,No,,,,,594 kWh/m²/year,20250127002379,,,(information not available),(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/7100/la-louviere/vbd25602,la-louviere,VBD25602,139 000 €,590 €,No,To renovate,Yes,1900,3,125 m²,2,1,Gas,2,2,Yes,,Yes,100 m²,,Yes,Yes,417 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/strepy-bracquegnies/vbd26193,strepy-bracquegnies,VBD26193,179 000 €,,No,Normal,,,3,117 m²,1,1,Gas,3,3,Yes,,Yes,150 m²,,,,331 kWh/m²/year,,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/maurage/rbu32330,maurage,RBU32330,,,,New,No,,3,133 m²,1,,,3,,Yes,,No,708 m²,,,,,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/maurage/rbu32328,maurage,RBU32328,,,,New,No,,4,183 m²,2,,,2,,Yes,,No,224 m²,,,,,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/maurage/rbu32332,maurage,RBU32332,,,,New,No,,3,134 m²,1,,,3,,Yes,,No,408 m²,,,,,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/maurage/vbd46645,maurage,VBD46645,209 000 €,535 €,No,To renovate,,1900,2,157 m²,1,1,Fuel oil,2,3,Yes,,Yes,460 m²,,,Yes,314 kWh/m²/year,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-paul/vbd30019,haine-saint-paul,VBD30019,149 000 €,,No,Normal,,,3,126 m²,1,1,Gas,3,2,Yes,,Yes,310 m²,,Yes,Yes,616 kWh/m²/year,,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-paul/vbd30224,haine-saint-paul,VBD30224,120 000 €,,No,,No,,2,96 m²,1,,Not specified,3,,Yes,,No,184 m²,,,,429 kWh/m²/year,20250912013376,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/boussoit/vbd30365,boussoit,VBD30365,169 000 €,,No,Normal,,,4,180 m²,1,,,2,,Yes,,Yes,220 m²,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-aimeries/vbd30452,houdeng-aimeries,VBD30452,169 000 €,298 €,No,Excellent,,,2,120 m²,1,1,Gas,3,1,Yes,,No,193 m²,,Yes,Yes,276 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/7100/la-louviere/vbd43117,la-louviere,VBD43117,299 000 €,896 €,No,,,1960,2,205 m²,2,,,4,1,Yes,,Yes,404 m²,,Yes,Yes,430 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-paul/vbb73385,haine-saint-paul,VBB73385,274 000 €,,No,Normal,,,3,132 m²,1,1,Fuel oil,,2,Yes,,Yes,,,,Yes,491 kWh/m²/year,20220412000687,No certificate,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/maurage/rbu36883,maurage,RBU36883,,,,New,No,,4,183 m²,2,,,2,,Yes,,No,224 m²,,,,,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-paul/vwd12880,haine-saint-paul,VWD12880,299 000 €,1 090 €,No,,No,2018,5,205 m²,,,Gas,2,,Yes,,Yes,,,,,103 kWh/m²/year,20180829504337,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-paul/vbd31679,haine-saint-paul,VBD31679,189 000 €,929 €,No,Normal,No,,3,180 m²,1,2,Gas,2,,Yes,,Yes,178 m²,,Yes,Yes,528 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/7100/la-louviere/vbd32055,la-louviere,VBD32055,199 000 €,3 143 €,No,Normal,No,1900,2,300 m²,1,1,Hot air,2,4,No,,No,,,Yes,Yes,,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/7100/la-louviere/vbd32056,la-louviere,VBD32056,199 000 €,3 143 €,No,Normal,No,1900,2,300 m²,1,1,Hot air,2,4,No,,No,,,Yes,Yes,,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-goegnies/vbd32196,houdeng-goegnies,VBD32196,95 000 €,733 €,No,Normal,,,3,199 m²,1,2,Gas,2,2,Yes,West,Yes,185 m²,,Yes,Yes,315 kWh/m²/year,,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/vbd33212,haine-saint-pierre,VBD33212,500 000 €,2 037 €,No,,No,,5,,1,4,Gas,4,,Yes,,Yes,2026 m²,,,,363 kWh/m²/year,20250916027866,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd33761,la-louviere,VBD33761,299 000 €,,No,Normal,,,4,185 m²,2,2,Gas,2,3,Yes,,Yes,370 m²,,Yes,Yes,224 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/7100/la-louviere/vbd34383,la-louviere,VBD34383,195 000 €,2 169 €,No,Normal,,,4,306 m²,1,3,Gas,2,2,No,,Yes,360 m²,,Yes,Yes,403 kWh/m²/year,,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbc58182,la-louviere,VBC58182,295 000 €,,No,,,,4,294 m²,2,3,Gas,3,,Yes,West,Yes,571 m²,,Yes,Yes,434 kWh/m²/year,,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vwd12968,la-louviere,VWD12968,215 000 €,,,Excellent,No,2024,3,120 m²,1,,Not specified,3,,Yes,South-east,Yes,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vwd13014,la-louviere,VWD13014,210 000 €,,,Excellent,,2024,3,120 m²,1,,Not specified,2,,Yes,South-east,Yes,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vwd13016,la-louviere,VWD13016,210 000 €,,,Excellent,,2024,3,120 m²,1,,Not specified,2,,Yes,South-east,Yes,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbc61572,la-louviere,VBC61572,180 000 €,470 €,No,Normal,,,4,136 m²,3,3,Gas,2,,Yes,,Yes,174 m²,,Yes,Yes,272 kWh/m²/year,,No certificate,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd21946,la-louviere,VBD21946,255 733 €,,,New,,,3,170 m²,1,,,3,2,Yes,,Yes,643 m²,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbc93711,la-louviere,VBC93711,229 000 €,495 €,No,To be renovated,,,2,226 m²,1,2,Gas,2,,Yes,,Yes,370 m²,,,,354 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/vwd14828,haine-saint-pierre,VWD14828,210 000 €,,No,Normal,,,4,190 m²,3,,Gas,3,,Yes,,Yes,,,Yes,Yes,593 kWh/m²/year,20240426032357,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/maurage/rbu32329,maurage,RBU32329,,,,New,No,,4,186 m²,1,,,3,,Yes,,No,637 m²,,,,,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/maurage/rbu32331,maurage,RBU32331,,,,New,No,,3,134 m²,1,,,3,,Yes,,No,429 m²,,,,,,No certificate,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/strepy-bracquegnies/vbd28772,strepy-bracquegnies,VBD28772,135 000 €,409 €,No,Normal,,,3,178 m²,1,1,Gas,2,2,Yes,South,Yes,310 m²,,Yes,Yes,278 kWh/m²/year,,"No, certificate does not comply",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/strepy-bracquegnies/vwd14617,strepy-bracquegnies,VWD14617,155 000 €,455 €,No,,,,2,126 m²,1,,Fuel oil,,,Yes,,,,,,Yes,433 kWh/m²/year,20240621010931,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-goegnies/vwd15029,houdeng-goegnies,VWD15029,235 000 €,647 €,No,,,,4,190 m²,,,Fuel oil,3,,Yes,,Yes,,,,,330 kWh/m²/year,20250923025034,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd33464,la-louviere,VBD33464,210 000 €,,No,,No,,3,152 m²,3,,Gas,2,2,Yes,,Yes,95 m²,,,Yes,316 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-goegnies/vbd37524,houdeng-goegnies,VBD37524,135 000 €,500 €,No,Normal,,,3,159 m²,1,1,Gas,2,,,,Yes,190 m²,,Yes,Yes,410 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/7110/strepy-bracquegnies/vbd37240,strepy-bracquegnies,VBD37240,265 000 €,1 098 €,No,To renovate,No,,3,172 m²,1,2,Gas,4,,Yes,,Yes,704 m²,,Yes,Yes,596 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-paul/vbd40508,haine-saint-paul,VBD40508,250 000 €,,No,Normal,,,4,164 m²,2,3,Gas,3,2,Yes,,Yes,598 m²,,Yes,Yes,404 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-aimeries/vbd40253,houdeng-aimeries,VBD40253,90 000 €,473 €,No,To renovate,,,3,,1,1,Not specified,2,2,Yes,,Yes,412 m²,,Yes,Yes,570 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd40804,la-louviere,VBD40804,459 000 €,,No,Excellent,,,4,275 m²,2,3,Gas,2,2,Yes,,Yes,260 m²,,Yes,Yes,169 kWh/m²/year,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd41626,la-louviere,VBD41626,270 000 €,690 €,No,Normal,No,,4,175 m²,2,2,Fuel oil,3,,No,,Yes,300 m²,,,,321 kWh/m²/year,20240923025075,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-aimeries/vbd41769,houdeng-aimeries,VBD41769,129 000 €,520 €,No,Normal,,,2,108 m²,1,1,Gas,2,2,No,,Yes,85 m²,,Yes,Yes,252 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd43804,la-louviere,VBD43804,190 000 €,,No,,No,,2,122 m²,1,1,Not specified,,,No,,Yes,154 m²,60 m²,,,242 kWh/m²/year,20250912013058,Not applicable,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-goegnies/vbd44675,houdeng-goegnies,VBD44675,145 000 €,320 €,No,Normal,,,2,109 m²,1,1,Not specified,2,2,Yes,,Yes,152 m²,,Yes,Yes,630 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd32382,la-louviere,VBD32382,96 000 €,307 €,No,,No,,2,,1,1,Gas,,,Yes,,No,291 m²,,,,432 kWh/m²/year,20180116005275,No certificate,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/boussoit/vbd14702,boussoit,VBD14702,89 000 €,,No,To be renovated,No,,2,151 m²,1,1,Not specified,3,,Yes,,,428 m²,,,,555 kWh/m²/year,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/7110/maurage/vbc98312,maurage,VBC98312,295 000 €,,,New,,,4,146 m²,1,1,Gas,2,,Yes,,Yes,210 m²,,Yes,Yes,95 kWh/m²/year,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-paul/vbd18385,haine-saint-paul,VBD18385,175 000 €,389 €,No,Normal,No,,3,144 m²,1,1,Gas,2,2,Yes,,No,470 m²,,,,222 kWh/m²/year,20241108014131,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbu46993,kortrijk,RBU46993,680 000 €,694 €,No,Fully renovated,Yes,1930,3,200 m²,1,3,Fuel oil,3,2,Yes,,Yes,1391 m²,,Yes,Yes,220 kWh/m²/year,,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbu61996,kortrijk,RBU61996,325 000 €,,No,Normal,No,,3,228 m²,1,2,Gas,2,,Yes,,Yes,,,Yes,Yes,340 kWh/m²/year,20250703-0003639051-RES-1,Not applicable,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbu26463,kortrijk,RBU26463,353 050 €,,,New,No,2021,3,186 m²,1,2,Gas,3,,Yes,,Yes,262 m²,,Yes,Yes,26 kWh/m²/year,34022-G-OMV_2019137323/EP06810/A001/D01/SD004,Not applicable,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8510/bellegem/rbu24493,bellegem,RBU24493,1 490 000 €,2 269 €,No,Excellent,No,2012,5,599 m²,2,3,,4,,Yes,South-west,Yes,1948 m²,200 m²,Yes,Yes,38 kWh/m²/year,0003543614,"yes, certificate in accordance","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbt68588,kortrijk,RBT68588,275 000 €,,No,Excellent,No,1930,4,195 m²,1,,Gas,,,Yes,,Yes,230 m²,100 m²,Yes,Yes,356 kWh/m²/year,20250221-0003532852-RES-1,"No, certificate does not comply","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/8510/marke/rbt40425,marke,RBT40425,798 000 €,,,,Yes,2025,3,200 m²,2,2,Hot air,4,2,Yes,,Yes,745 m²,,,,,,"yes, certificate in accordance",,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/8510/marke/rbs80897,marke,RBS80897,635 000 €,,No,Normal,No,,5,,2,2,Not specified,4,1,Yes,,Yes,1207 m²,,Yes,Yes,291 kWh/m²/year,202412230003450687 Res2,Not applicable,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/8510/rollegem/rbt87472,rollegem,RBT87472,,,No,,No,1979,4,415 m²,2,3,Gas,4,2,Yes,,Yes,1510 m²,,,,305 kWh/m²/year,0003587714,Not applicable,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/8500/kortrijk/rbu16167,kortrijk,RBU16167,,2 681 €,No,Normal,No,1962,4,394 m²,2,4,Not specified,4,1,Yes,,Yes,7630 m²,,,Yes,374 kWh/m²/year,3432887,Not applicable,Agricultural areas with beautiful scenery,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbj17261,kortrijk,RBJ17261,344 060 €,,,New,No,2022,3,140 m²,,,,2,,Yes,South-east,Yes,259 m²,,Yes,Yes,99 kWh/m²/year,,No certificate,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbe99252,kortrijk,RBE99252,339 500 €,,,New,No,2022,3,140 m²,,,,2,,Yes,South-east,Yes,240 m²,,Yes,Yes,99 kWh/m²/year,,No certificate,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbr59560,kortrijk,RBR59560,525 000 €,,,,,2025,4,172 m²,2,,Hot air,2,2,Yes,,Yes,,,,,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbr59561,kortrijk,RBR59561,525 000 €,,,,,2025,4,172 m²,2,,Hot air,2,2,Yes,,Yes,,,,,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8510/marke/rbu22762,marke,RBU22762,303 800 €,,No,,No,,3,146 m²,1,2,,,,Yes,,No,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbr59563,kortrijk,RBR59563,395 000 €,,,,,2025,3,125 m²,1,,Hot air,2,2,Yes,,Yes,,,,,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbr59562,kortrijk,RBR59562,445 000 €,,,,,2025,3,132 m²,1,,Hot air,2,2,Yes,,Yes,,,,,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8510/kooigem/vbc18474,kooigem,VBC18474,120 000 €,,No,To be renovated,No,,,122 m²,,,Not specified,,1,No,,No,,,,,965 kWh/m²/year,20171116-0002011207-1,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8501/bissegem/rbs43106,bissegem,RBS43106,412 000 €,,,New,No,2025,3,,1,1,,,,Yes,,No,,,,,,,No certificate,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbs48957,kortrijk,RBS48957,155 000 €,,No,Excellent,No,1977,4,127 m²,1,,Gas,2,,Yes,,Yes,127 m²,,Yes,Yes,359 kWh/m²/year,20250109-0003499134-RES-1,"yes, certificate in accordance","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rwc39147,kortrijk,RWC39147,345 550 €,,,Excellent,,,3,367 m²,1,,Gas,,,Yes,,,367 m²,,Yes,Yes,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8501/heule/rwc39273,heule,RWC39273,400 550 €,,,Excellent,Yes,2025,3,667 m²,1,,Gas,3,,Yes,,,667 m²,,Yes,Yes,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8501/heule/rbt13934,heule,RBT13934,199 000 €,,No,,,1936,2,148 m²,,,Electricity,3,2,,,,275 m²,,,,477 kWh/m²/year,20240814-0003306334-RES-1,,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/8500/kortrijk/rwc39351,kortrijk,RWC39351,360 550 €,,,Excellent,,2025,3,394 m²,1,,Not specified,4,,Yes,,,394 m²,,Yes,Yes,,,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/vbc74328,kortrijk,VBC74328,539 000 €,,No,Normal,,,3,400 m²,4,3,,2,,No,,Yes,159 m²,,Yes,Yes,397 kWh/m²/year,,No certificate,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbt39261,kortrijk,RBT39261,445 000 €,,,New,,2024,3,140 m²,1,2,Hot air,3,2,Yes,,Yes,222 m²,,,,,,"yes, certificate in accordance",,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8501/bissegem/rbt43129,bissegem,RBT43129,295 000 €,,No,Normal,No,,5,240 m²,1,1,Gas,,,Yes,South,No,514 m²,,Yes,Yes,655 kWh/m²/year,20250423-0003583953-RES-1,"No, certificate does not comply","Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8510/marke/rbt71972,marke,RBT71972,540 000 €,1 127 €,No,Fully renovated,No,1978,3,135 m²,2,2,Gas,4,1,Yes,,Yes,720 m²,,,,266 kWh/m²/year,,"yes, certificate in accordance",,(information not available),(information not available)
